"Time","Demand"
2012-01-02 11:00:00,5655.4751
2012-01-02 11:30:00,5916.611734
2012-01-02 12:00:00,6143.622836
2012-01-02 12:30:00,6328.665498
2012-01-02 13:00:00,6496.10842
2012-01-02 13:30:00,6628.323336
2012-01-02 14:00:00,6730.80916
2012-01-02 14:30:00,6819.33039
2012-01-02 15:00:00,6941.457822
2012-01-02 15:30:00,7055.279186
2012-01-02 16:00:00,7146.87121
2012-01-02 16:30:00,7261.476696
2012-01-02 17:00:00,7300.065136
2012-01-02 17:30:00,7345.24889
2012-01-02 18:00:00,7276.420116
2012-01-02 18:30:00,7193.165394
2012-01-02 19:00:00,7049.715348
2012-01-02 19:30:00,6896.406916
2012-01-02 20:00:00,6698.276592
2012-01-02 20:30:00,6558.238362
2012-01-02 21:00:00,6494.117476
2012-01-02 21:30:00,6289.639912
2012-01-02 22:00:00,5951.377222
2012-01-02 22:30:00,5579.595596
2012-01-02 23:00:00,5291.110508
2012-01-02 23:30:00,5045.223022
2012-01-03 00:00:00,5066.210046
2012-01-03 00:30:00,4850.603026
2012-01-03 01:00:00,4552.951902
2012-01-03 01:30:00,4345.78895
2012-01-03 02:00:00,4518.874248
2012-01-03 02:30:00,4326.124732
2012-01-03 03:00:00,4095.6258
2012-01-03 03:30:00,3959.46101
2012-01-03 04:00:00,3896.461212
2012-01-03 04:30:00,3863.83613
2012-01-03 05:00:00,3913.937564
2012-01-03 05:30:00,4000.222246
2012-01-03 06:00:00,4167.29749
2012-01-03 06:30:00,4369.865872
2012-01-03 07:00:00,4717.27074
2012-01-03 07:30:00,5041.621366
2012-01-03 08:00:00,5281.011174
2012-01-03 08:30:00,5636.488804
2012-01-03 09:00:00,5969.598262
2012-01-03 09:30:00,6067.696156
2012-01-03 10:00:00,6276.943506
2012-01-03 10:30:00,6480.466768
2012-01-03 11:00:00,6632.24885
2012-01-03 11:30:00,6766.72423
2012-01-03 12:00:00,6896.623702
2012-01-03 12:30:00,7000.039926
2012-01-03 13:00:00,7057.821348
2012-01-03 13:30:00,7065.063654
2012-01-03 14:00:00,7052.804398
2012-01-03 14:30:00,7065.234214
2012-01-03 15:00:00,7024.425002
2012-01-03 15:30:00,6916.37764
2012-01-03 16:00:00,6862.57045
2012-01-03 16:30:00,6836.889562
2012-01-03 17:00:00,6730.440842
2012-01-03 17:30:00,6595.39653
2012-01-03 18:00:00,6314.105592
2012-01-03 18:30:00,6138.758068
2012-01-03 19:00:00,5902.226836
2012-01-03 19:30:00,5714.647036
2012-01-03 20:00:00,5571.70647
2012-01-03 20:30:00,5519.851526
2012-01-03 21:00:00,5496.262416
2012-01-03 21:30:00,5361.060328
2012-01-03 22:00:00,5121.240736
2012-01-03 22:30:00,4861.97937
2012-01-03 23:00:00,4665.505604
2012-01-03 23:30:00,4530.244054
2012-01-04 00:00:00,4627.984918
2012-01-04 00:30:00,4477.836132
2012-01-04 01:00:00,4239.666714
2012-01-04 01:30:00,4097.383494
2012-01-04 02:00:00,4301.180492
2012-01-04 02:30:00,4145.86091
2012-01-04 03:00:00,3960.443976
2012-01-04 03:30:00,3841.300698
2012-01-04 04:00:00,3826.275298
2012-01-04 04:30:00,3815.03216
2012-01-04 05:00:00,3849.333684
2012-01-04 05:30:00,3935.795124
2012-01-04 06:00:00,4124.915516
2012-01-04 06:30:00,4327.688324
2012-01-04 07:00:00,4616.383644
2012-01-04 07:30:00,4786.440046
2012-01-04 08:00:00,4854.704056
2012-01-04 08:30:00,4963.660464
2012-01-04 09:00:00,5055.489378
2012-01-04 09:30:00,5106.787658
2012-01-04 10:00:00,5141.362306
2012-01-04 10:30:00,5159.556046
2012-01-04 11:00:00,5180.591858
2012-01-04 11:30:00,5189.698874
2012-01-04 12:00:00,5197.312244
2012-01-04 12:30:00,5203.675002
2012-01-04 13:00:00,5155.38957
2012-01-04 13:30:00,5154.86859
2012-01-04 14:00:00,5170.255898
2012-01-04 14:30:00,5165.918724
2012-01-04 15:00:00,5164.563428
2012-01-04 15:30:00,5167.27171
2012-01-04 16:00:00,5191.586616
2012-01-04 16:30:00,5214.629556
2012-01-04 17:00:00,5188.452174
2012-01-04 17:30:00,5097.662706
2012-01-04 18:00:00,4941.823666
2012-01-04 18:30:00,4826.839466
2012-01-04 19:00:00,4680.562396
2012-01-04 19:30:00,4552.329648
2012-01-04 20:00:00,4446.603772
2012-01-04 20:30:00,4417.471748
2012-01-04 21:00:00,4478.384724
2012-01-04 21:30:00,4414.568822
2012-01-04 22:00:00,4269.923674
2012-01-04 22:30:00,4085.492248
2012-01-04 23:00:00,4004.150438
2012-01-04 23:30:00,3927.178344
2012-01-05 00:00:00,4092.50741
2012-01-05 00:30:00,3996.702786
2012-01-05 01:00:00,3775.088782
2012-01-05 01:30:00,3642.914964
2012-01-05 02:00:00,3850.640442
2012-01-05 02:30:00,3739.192658
2012-01-05 03:00:00,3584.486962
2012-01-05 03:30:00,3499.721568
2012-01-05 04:00:00,3465.805722
2012-01-05 04:30:00,3455.17625
2012-01-05 05:00:00,3520.899298
2012-01-05 05:30:00,3609.77474
2012-01-05 06:00:00,3743.166538
2012-01-05 06:30:00,3919.57763
2012-01-05 07:00:00,4157.364956
2012-01-05 07:30:00,4373.184036
2012-01-05 08:00:00,4425.799964
2012-01-05 08:30:00,4542.8448
2012-01-05 09:00:00,4656.368096
2012-01-05 09:30:00,4721.613626
2012-01-05 10:00:00,4756.484144
2012-01-05 10:30:00,4775.855678
2012-01-05 11:00:00,4818.889642
2012-01-05 11:30:00,4867.944998
2012-01-05 12:00:00,4893.110196
2012-01-05 12:30:00,4919.172668
2012-01-05 13:00:00,4929.861102
2012-01-05 13:30:00,4943.022058
2012-01-05 14:00:00,4951.878822
2012-01-05 14:30:00,4958.713226
2012-01-05 15:00:00,4962.013992
2012-01-05 15:30:00,4969.927378
2012-01-05 16:00:00,5004.736856
2012-01-05 16:30:00,5039.266408
2012-01-05 17:00:00,5029.525222
2012-01-05 17:30:00,5022.073858
2012-01-05 18:00:00,4902.884824
2012-01-05 18:30:00,4793.944556
2012-01-05 19:00:00,4659.459928
2012-01-05 19:30:00,4554.239416
2012-01-05 20:00:00,4464.332428
2012-01-05 20:30:00,4447.36924
2012-01-05 21:00:00,4473.595072
2012-01-05 21:30:00,4401.611194
2012-01-05 22:00:00,4244.622794
2012-01-05 22:30:00,4076.635622
2012-01-05 23:00:00,4003.076174
2012-01-05 23:30:00,3948.161412
2012-01-06 00:00:00,4117.448494
2012-01-06 00:30:00,4007.497724
2012-01-06 01:00:00,3793.87757
2012-01-06 01:30:00,3668.730772
2012-01-06 02:00:00,3904.674192
2012-01-06 02:30:00,3812.0662
2012-01-06 03:00:00,3667.342282
2012-01-06 03:30:00,3542.544348
2012-01-06 04:00:00,3484.54597
2012-01-06 04:30:00,3473.872136
2012-01-06 05:00:00,3538.29865
2012-01-06 05:30:00,3571.898656
2012-01-06 06:00:00,3726.019246
2012-01-06 06:30:00,3940.046942
2012-01-06 07:00:00,4177.688986
2012-01-06 07:30:00,4383.38953
2012-01-06 08:00:00,4439.8521
2012-01-06 08:30:00,4587.06281
2012-01-06 09:00:00,4688.27488
2012-01-06 09:30:00,4734.658622
2012-01-06 10:00:00,4752.297188
2012-01-06 10:30:00,4774.270166
2012-01-06 11:00:00,4803.550016
2012-01-06 11:30:00,4829.310162
2012-01-06 12:00:00,4868.966308
2012-01-06 12:30:00,4879.779728
2012-01-06 13:00:00,4886.41556
2012-01-06 13:30:00,4907.210852
2012-01-06 14:00:00,4922.285006
2012-01-06 14:30:00,4926.716028
2012-01-06 15:00:00,4934.85411
2012-01-06 15:30:00,4965.765304
2012-01-06 16:00:00,5012.71116
2012-01-06 16:30:00,5035.688934
2012-01-06 17:00:00,5017.387056
2012-01-06 17:30:00,4988.854918
2012-01-06 18:00:00,4858.849556
2012-01-06 18:30:00,4750.66113
2012-01-06 19:00:00,4623.912654
2012-01-06 19:30:00,4531.132222
2012-01-06 20:00:00,4443.381798
2012-01-06 20:30:00,4456.918108
2012-01-06 21:00:00,4449.948072
2012-01-06 21:30:00,4326.82932
2012-01-06 22:00:00,4175.287148
2012-01-06 22:30:00,4017.519192
2012-01-06 23:00:00,3950.147042
2012-01-06 23:30:00,3896.101072
2012-01-07 00:00:00,4079.086614
2012-01-07 00:30:00,3986.451236
2012-01-07 01:00:00,3785.873588
2012-01-07 01:30:00,3630.989608
2012-01-07 02:00:00,3841.368486
2012-01-07 02:30:00,3725.551352
2012-01-07 03:00:00,3598.953896
2012-01-07 03:30:00,3493.56353
2012-01-07 04:00:00,3451.930244
2012-01-07 04:30:00,3439.819628
2012-01-07 05:00:00,3440.54558
2012-01-07 05:30:00,3434.10897
2012-01-07 06:00:00,3458.346366
2012-01-07 06:30:00,3525.619728
2012-01-07 07:00:00,3667.060914
2012-01-07 07:30:00,3827.666018
2012-01-07 08:00:00,3919.12875
2012-01-07 08:30:00,4082.787328
2012-01-07 09:00:00,4237.514376
2012-01-07 09:30:00,4322.305884
2012-01-07 10:00:00,4429.296904
2012-01-07 10:30:00,4500.563164
2012-01-07 11:00:00,4561.299334
2012-01-07 11:30:00,4591.495024
2012-01-07 12:00:00,4596.065968
2012-01-07 12:30:00,4617.5561
2012-01-07 13:00:00,4661.32121
2012-01-07 13:30:00,4675.566234
2012-01-07 14:00:00,4682.358706
2012-01-07 14:30:00,4721.723138
2012-01-07 15:00:00,4764.634124
2012-01-07 15:30:00,4788.090416
2012-01-07 16:00:00,4815.80409
2012-01-07 16:30:00,4864.602216
2012-01-07 17:00:00,4845.936224
2012-01-07 17:30:00,4834.166818
2012-01-07 18:00:00,4773.972256
2012-01-07 18:30:00,4698.623186
2012-01-07 19:00:00,4585.46062
2012-01-07 19:30:00,4490.74271
2012-01-07 20:00:00,4390.321916
2012-01-07 20:30:00,4423.098236
2012-01-07 21:00:00,4432.820734
2012-01-07 21:30:00,4352.21056
2012-01-07 22:00:00,4245.589862
2012-01-07 22:30:00,4142.156188
2012-01-07 23:00:00,4070.875086
2012-01-07 23:30:00,4021.279808
2012-01-08 00:00:00,4158.36348
2012-01-08 00:30:00,4057.875502
2012-01-08 01:00:00,3847.944814
2012-01-08 01:30:00,3678.146058
2012-01-08 02:00:00,3866.218622
2012-01-08 02:30:00,3717.721672
2012-01-08 03:00:00,3572.492736
2012-01-08 03:30:00,3484.82832
2012-01-08 04:00:00,3393.202342
2012-01-08 04:30:00,3347.344632
2012-01-08 05:00:00,3362.477928
2012-01-08 05:30:00,3359.717928
2012-01-08 06:00:00,3418.53205
2012-01-08 06:30:00,3451.643822
2012-01-08 07:00:00,3572.627024
2012-01-08 07:30:00,3684.934106
2012-01-08 08:00:00,3728.634838
2012-01-08 08:30:00,3867.633854
2012-01-08 09:00:00,3977.730592
2012-01-08 09:30:00,4087.153056
2012-01-08 10:00:00,4181.761574
2012-01-08 10:30:00,4228.514584
2012-01-08 11:00:00,4266.949568
2012-01-08 11:30:00,4310.31618
2012-01-08 12:00:00,4350.296632
2012-01-08 12:30:00,4373.490066
2012-01-08 13:00:00,4388.624322
2012-01-08 13:30:00,4386.456332
2012-01-08 14:00:00,4375.872586
2012-01-08 14:30:00,4397.394658
2012-01-08 15:00:00,4419.915442
2012-01-08 15:30:00,4456.945998
2012-01-08 16:00:00,4450.284556
2012-01-08 16:30:00,4448.77904
2012-01-08 17:00:00,4434.291354
2012-01-08 17:30:00,4451.733988
2012-01-08 18:00:00,4459.624284
2012-01-08 18:30:00,4405.61701
2012-01-08 19:00:00,4301.143198
2012-01-08 19:30:00,4235.987712
2012-01-08 20:00:00,4207.732792
2012-01-08 20:30:00,4226.646534
2012-01-08 21:00:00,4244.106362
2012-01-08 21:30:00,4182.674164
2012-01-08 22:00:00,4060.258138
2012-01-08 22:30:00,3918.241046
2012-01-08 23:00:00,3829.848884
2012-01-08 23:30:00,3783.80346
2012-01-09 00:00:00,3949.06526
2012-01-09 00:30:00,3845.557054
2012-01-09 01:00:00,3700.851126
2012-01-09 01:30:00,3560.583446
2012-01-09 02:00:00,3787.173282
2012-01-09 02:30:00,3691.808834
2012-01-09 03:00:00,3521.39149
2012-01-09 03:30:00,3395.98144
2012-01-09 04:00:00,3355.985986
2012-01-09 04:30:00,3341.071496
2012-01-09 05:00:00,3439.072152
2012-01-09 05:30:00,3558.273192
2012-01-09 06:00:00,3774.330152
2012-01-09 06:30:00,3973.513224
2012-01-09 07:00:00,4268.144294
2012-01-09 07:30:00,4512.99104
2012-01-09 08:00:00,4592.168378
2012-01-09 08:30:00,4737.210116
2012-01-09 09:00:00,4858.293664
2012-01-09 09:30:00,4913.854288
2012-01-09 10:00:00,4942.056144
2012-01-09 10:30:00,4975.204374
2012-01-09 11:00:00,5023.287016
2012-01-09 11:30:00,5055.998836
2012-01-09 12:00:00,5090.143842
2012-01-09 12:30:00,5090.262784
2012-01-09 13:00:00,5094.98105
2012-01-09 13:30:00,5122.693618
2012-01-09 14:00:00,5111.948964
2012-01-09 14:30:00,5102.08938
2012-01-09 15:00:00,5098.534914
2012-01-09 15:30:00,5118.865572
2012-01-09 16:00:00,5124.729886
2012-01-09 16:30:00,5137.585792
2012-01-09 17:00:00,5147.385798
2012-01-09 17:30:00,5099.015302
2012-01-09 18:00:00,4951.266704
2012-01-09 18:30:00,4846.593104
2012-01-09 19:00:00,4706.189842
2012-01-09 19:30:00,4596.123106
2012-01-09 20:00:00,4503.091378
2012-01-09 20:30:00,4507.909858
2012-01-09 21:00:00,4562.666344
2012-01-09 21:30:00,4496.179492
2012-01-09 22:00:00,4342.80205
2012-01-09 22:30:00,4151.850038
2012-01-09 23:00:00,4047.477538
2012-01-09 23:30:00,3979.720148
2012-01-10 00:00:00,4170.912872
2012-01-10 00:30:00,4069.304714
2012-01-10 01:00:00,3846.99231
2012-01-10 01:30:00,3694.377388
2012-01-10 02:00:00,3943.760666
2012-01-10 02:30:00,3859.40399
2012-01-10 03:00:00,3666.057178
2012-01-10 03:30:00,3537.225326
2012-01-10 04:00:00,3475.287276
2012-01-10 04:30:00,3473.67019
2012-01-10 05:00:00,3559.214994
2012-01-10 05:30:00,3690.096412
2012-01-10 06:00:00,3868.370582
2012-01-10 06:30:00,4069.717344
2012-01-10 07:00:00,4364.340618
2012-01-10 07:30:00,4616.44248
2012-01-10 08:00:00,4676.802504
2012-01-10 08:30:00,4790.954386
2012-01-10 09:00:00,4882.505316
2012-01-10 09:30:00,4910.63753
2012-01-10 10:00:00,4946.801238
2012-01-10 10:30:00,4979.569174
2012-01-10 11:00:00,4977.628896
2012-01-10 11:30:00,5000.321122
2012-01-10 12:00:00,5005.710744
2012-01-10 12:30:00,5007.615266
2012-01-10 13:00:00,4976.489394
2012-01-10 13:30:00,4978.957888
2012-01-10 14:00:00,5016.273914
2012-01-10 14:30:00,5005.992518
2012-01-10 15:00:00,4991.713354
2012-01-10 15:30:00,4998.850812
2012-01-10 16:00:00,5002.462746
2012-01-10 16:30:00,5008.080458
2012-01-10 17:00:00,5029.41748
2012-01-10 17:30:00,5019.981484
2012-01-10 18:00:00,4923.69424
2012-01-10 18:30:00,4811.317072
2012-01-10 19:00:00,4677.77434
2012-01-10 19:30:00,4599.805622
2012-01-10 20:00:00,4573.434048
2012-01-10 20:30:00,4596.945598
2012-01-10 21:00:00,4611.218582
2012-01-10 21:30:00,4514.324944
2012-01-10 22:00:00,4343.012572
2012-01-10 22:30:00,4150.728024
2012-01-10 23:00:00,4069.590904
2012-01-10 23:30:00,4036.62765
2012-01-11 00:00:00,4240.698436
2012-01-11 00:30:00,4136.635086
2012-01-11 01:00:00,3911.397864
2012-01-11 01:30:00,3758.593436
2012-01-11 02:00:00,3979.4068
2012-01-11 02:30:00,3881.320074
2012-01-11 03:00:00,3722.720526
2012-01-11 03:30:00,3594.057632
2012-01-11 04:00:00,3528.973774
2012-01-11 04:30:00,3519.91668
2012-01-11 05:00:00,3576.436214
2012-01-11 05:30:00,3697.369616
2012-01-11 06:00:00,3947.516096
2012-01-11 06:30:00,4189.390806
2012-01-11 07:00:00,4523.852152
2012-01-11 07:30:00,4799.209286
2012-01-11 08:00:00,4872.033238
2012-01-11 08:30:00,4979.508704
2012-01-11 09:00:00,5080.00772
2012-01-11 09:30:00,5094.54223
2012-01-11 10:00:00,5106.864734
2012-01-11 10:30:00,5108.487134
2012-01-11 11:00:00,5125.859582
2012-01-11 11:30:00,5126.816474
2012-01-11 12:00:00,5116.711078
2012-01-11 12:30:00,5090.030292
2012-01-11 13:00:00,5064.144482
2012-01-11 13:30:00,5030.520696
2012-01-11 14:00:00,5010.706522
2012-01-11 14:30:00,4975.029582
2012-01-11 15:00:00,4949.781422
2012-01-11 15:30:00,4945.753104
2012-01-11 16:00:00,4941.413476
2012-01-11 16:30:00,4966.464306
2012-01-11 17:00:00,4979.360696
2012-01-11 17:30:00,4961.1322
2012-01-11 18:00:00,4867.278268
2012-01-11 18:30:00,4776.69687
2012-01-11 19:00:00,4663.941742
2012-01-11 19:30:00,4602.807868
2012-01-11 20:00:00,4544.66067
2012-01-11 20:30:00,4568.467892
2012-01-11 21:00:00,4626.569552
2012-01-11 21:30:00,4560.200796
2012-01-11 22:00:00,4376.364188
2012-01-11 22:30:00,4160.904676
2012-01-11 23:00:00,4048.825146
2012-01-11 23:30:00,4010.66879
2012-01-12 00:00:00,4209.665928
2012-01-12 00:30:00,4117.650572
2012-01-12 01:00:00,3913.39344
2012-01-12 01:30:00,3761.599618
2012-01-12 02:00:00,3991.738152
2012-01-12 02:30:00,3912.671566
2012-01-12 03:00:00,3774.823766
2012-01-12 03:30:00,3663.9765
2012-01-12 04:00:00,3589.067034
2012-01-12 04:30:00,3579.061712
2012-01-12 05:00:00,3631.768318
2012-01-12 05:30:00,3745.8273
2012-01-12 06:00:00,3996.296888
2012-01-12 06:30:00,4225.912676
2012-01-12 07:00:00,4524.307238
2012-01-12 07:30:00,4791.42821
2012-01-12 08:00:00,4845.791988
2012-01-12 08:30:00,4932.292868
2012-01-12 09:00:00,5031.563528
2012-01-12 09:30:00,5054.31091
2012-01-12 10:00:00,5062.91655
2012-01-12 10:30:00,5070.299878
2012-01-12 11:00:00,5069.794668
2012-01-12 11:30:00,5093.755734
2012-01-12 12:00:00,5117.35407
2012-01-12 12:30:00,5133.783774
2012-01-12 13:00:00,5130.095622
2012-01-12 13:30:00,5120.137192
2012-01-12 14:00:00,5098.172746
2012-01-12 14:30:00,5089.548342
2012-01-12 15:00:00,5065.192068
2012-01-12 15:30:00,5057.942458
2012-01-12 16:00:00,5074.963676
2012-01-12 16:30:00,5078.740674
2012-01-12 17:00:00,5065.658848
2012-01-12 17:30:00,5036.494706
2012-01-12 18:00:00,4931.414692
2012-01-12 18:30:00,4823.541488
2012-01-12 19:00:00,4724.002164
2012-01-12 19:30:00,4661.284628
2012-01-12 20:00:00,4595.206236
2012-01-12 20:30:00,4611.328954
2012-01-12 21:00:00,4609.72589
2012-01-12 21:30:00,4530.126418
2012-01-12 22:00:00,4350.270388
2012-01-12 22:30:00,4156.344256
2012-01-12 23:00:00,4059.072694
2012-01-12 23:30:00,3996.731822
2012-01-13 00:00:00,4175.79287
2012-01-13 00:30:00,4077.496758
2012-01-13 01:00:00,3879.763128
2012-01-13 01:30:00,3733.35892
2012-01-13 02:00:00,3957.271578
2012-01-13 02:30:00,3848.680516
2012-01-13 03:00:00,3688.43253
2012-01-13 03:30:00,3574.097584
2012-01-13 04:00:00,3498.8535
2012-01-13 04:30:00,3489.485746
2012-01-13 05:00:00,3582.632356
2012-01-13 05:30:00,3685.130424
2012-01-13 06:00:00,3918.022098
2012-01-13 06:30:00,4136.41452
2012-01-13 07:00:00,4468.509848
2012-01-13 07:30:00,4740.884566
2012-01-13 08:00:00,4803.15326
2012-01-13 08:30:00,4910.833686
2012-01-13 09:00:00,4979.71234
2012-01-13 09:30:00,5017.08597
2012-01-13 10:00:00,5062.029684
2012-01-13 10:30:00,5077.848374
2012-01-13 11:00:00,5108.161948
2012-01-13 11:30:00,5118.771394
2012-01-13 12:00:00,5107.706222
2012-01-13 12:30:00,5089.7847
2012-01-13 13:00:00,5074.450594
2012-01-13 13:30:00,5052.746654
2012-01-13 14:00:00,5024.936146
2012-01-13 14:30:00,5013.369404
2012-01-13 15:00:00,4993.019908
2012-01-13 15:30:00,4980.665716
2012-01-13 16:00:00,4964.077864
2012-01-13 16:30:00,4958.164022
2012-01-13 17:00:00,4954.53821
2012-01-13 17:30:00,4921.274182
2012-01-13 18:00:00,4829.443056
2012-01-13 18:30:00,4744.24273
2012-01-13 19:00:00,4661.90383
2012-01-13 19:30:00,4596.850904
2012-01-13 20:00:00,4526.958068
2012-01-13 20:30:00,4519.564722
2012-01-13 21:00:00,4531.48616
2012-01-13 21:30:00,4447.224478
2012-01-13 22:00:00,4297.08856
2012-01-13 22:30:00,4127.213598
2012-01-13 23:00:00,4041.998158
2012-01-13 23:30:00,3979.133274
2012-01-14 00:00:00,4155.664498
2012-01-14 00:30:00,4052.214116
2012-01-14 01:00:00,3863.80662
2012-01-14 01:30:00,3699.572894
2012-01-14 02:00:00,3895.884226
2012-01-14 02:30:00,3764.215404
2012-01-14 03:00:00,3564.967444
2012-01-14 03:30:00,3437.249638
2012-01-14 04:00:00,3370.472888
2012-01-14 04:30:00,3322.652178
2012-01-14 05:00:00,3335.850946
2012-01-14 05:30:00,3403.694444
2012-01-14 06:00:00,3501.987716
2012-01-14 06:30:00,3576.235022
2012-01-14 07:00:00,3743.465594
2012-01-14 07:30:00,3908.809048
2012-01-14 08:00:00,4016.029626
2012-01-14 08:30:00,4155.899676
2012-01-14 09:00:00,4282.477586
2012-01-14 09:30:00,4335.271424
2012-01-14 10:00:00,4385.4021
2012-01-14 10:30:00,4405.341798
2012-01-14 11:00:00,4384.308428
2012-01-14 11:30:00,4355.79156
2012-01-14 12:00:00,4315.648786
2012-01-14 12:30:00,4291.533526
2012-01-14 13:00:00,4273.124368
2012-01-14 13:30:00,4254.334736
2012-01-14 14:00:00,4231.393994
2012-01-14 14:30:00,4213.035302
2012-01-14 15:00:00,4210.275012
2012-01-14 15:30:00,4231.310832
2012-01-14 16:00:00,4274.279922
2012-01-14 16:30:00,4319.118718
2012-01-14 17:00:00,4334.86347
2012-01-14 17:30:00,4363.289974
2012-01-14 18:00:00,4351.14372
2012-01-14 18:30:00,4336.29085
2012-01-14 19:00:00,4282.474654
2012-01-14 19:30:00,4234.90848
2012-01-14 20:00:00,4205.763628
2012-01-14 20:30:00,4227.333198
2012-01-14 21:00:00,4265.965036
2012-01-14 21:30:00,4220.676864
2012-01-14 22:00:00,4126.964432
2012-01-14 22:30:00,4006.865454
2012-01-14 23:00:00,3934.266706
2012-01-14 23:30:00,3901.728714
2012-01-15 00:00:00,4072.987128
2012-01-15 00:30:00,3995.703476
2012-01-15 01:00:00,3793.431306
2012-01-15 01:30:00,3633.647594
2012-01-15 02:00:00,3823.452058
2012-01-15 02:30:00,3687.537664
2012-01-15 03:00:00,3524.403718
2012-01-15 03:30:00,3408.671402
2012-01-15 04:00:00,3315.197762
2012-01-15 04:30:00,3263.905796
2012-01-15 05:00:00,3234.785328
2012-01-15 05:30:00,3262.473592
2012-01-15 06:00:00,3288.522248
2012-01-15 06:30:00,3306.462766
2012-01-15 07:00:00,3408.984606
2012-01-15 07:30:00,3534.236272
2012-01-15 08:00:00,3602.546734
2012-01-15 08:30:00,3714.170084
2012-01-15 09:00:00,3810.441322
2012-01-15 09:30:00,3905.742482
2012-01-15 10:00:00,3999.545684
2012-01-15 10:30:00,4028.420958
2012-01-15 11:00:00,4058.880624
2012-01-15 11:30:00,4097.453376
2012-01-15 12:00:00,4102.256982
2012-01-15 12:30:00,4095.581628
2012-01-15 13:00:00,4087.754298
2012-01-15 13:30:00,4096.76213
2012-01-15 14:00:00,4101.888142
2012-01-15 14:30:00,4111.88507
2012-01-15 15:00:00,4142.615654
2012-01-15 15:30:00,4186.526538
2012-01-15 16:00:00,4247.921376
2012-01-15 16:30:00,4313.681038
2012-01-15 17:00:00,4350.574354
2012-01-15 17:30:00,4416.394582
2012-01-15 18:00:00,4439.13996
2012-01-15 18:30:00,4427.231792
2012-01-15 19:00:00,4387.954826
2012-01-15 19:30:00,4336.396192
2012-01-15 20:00:00,4268.341474
2012-01-15 20:30:00,4265.512074
2012-01-15 21:00:00,4341.880864
2012-01-15 21:30:00,4305.600676
2012-01-15 22:00:00,4159.358944
2012-01-15 22:30:00,3995.52905
2012-01-15 23:00:00,3893.575768
2012-01-15 23:30:00,3845.111496
2012-01-16 00:00:00,3998.464364
2012-01-16 00:30:00,3901.378576
2012-01-16 01:00:00,3715.19184
2012-01-16 01:30:00,3582.796636
2012-01-16 02:00:00,3809.803962
2012-01-16 02:30:00,3727.843994
2012-01-16 03:00:00,3580.982948
2012-01-16 03:30:00,3475.259116
2012-01-16 04:00:00,3434.625816
2012-01-16 04:30:00,3421.029116
2012-01-16 05:00:00,3510.436754
2012-01-16 05:30:00,3670.2019
2012-01-16 06:00:00,3883.083424
2012-01-16 06:30:00,4127.087742
2012-01-16 07:00:00,4506.517298
2012-01-16 07:30:00,4839.828072
